no,topik,subtopik,soal,jawaban,contoh,konteks,link_sumber,panjang_soal,panjang_jawaban,panjang_konteks,kata_soal,kata_jawaban,jenis_pertanyaan,kompleksitas
2764,alat tubuh manusia dan hewan,fungsi paru-paru,apa itu kanan dan kiri?,paru-paru kanan dan kiri adalah dua bagian paru-paru yang terletak di rongga dada dengan jumlah gelambir yang berbeda.,"meski berbeda ukuran, kedua paru-paru melakukan fungsi pernapasan yang sama.",asimetri ini adalah adaptasi anatomis untuk tempat jantung.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/,23,118,59,5,18,apa,Mudah
2765,alat tubuh manusia dan hewan,fungsi paru-paru,kenapa kanan dan kiri?,paru-paru kanan dan kiri berbeda karena paru-paru kiri harus berbagi ruang dengan jantung sehingga lebih kecil.,"kamu pasti pernah lihat: meski berbeda ukuran, kedua paru-paru melakukan fungsi pernapasan yang sama.",penting: asimetri ini adalah adaptasi anatomis untuk tempat jantung.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/,22,111,68,4,16,lainnya,Mudah
2766,organ tubuh manusia dan hewan,fungsi paru-paru dalam tubuh manusia,apa itu fungsi paru-paru dalam tubuh manusia?,fungsi paru-paru adalah melakukan pertukaran gas yaitu mengambil oksigen dan mengeluarkan karbon dioksida.,pernapasan memasukkan o2 dan mengeluarkan co2 di alveolus paru-paru.,kapasitas paru-paru dapat dilatih dengan olahraga teratur.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/,45,106,58,7,13,apa,Sedang
2767,organ tubuh manusia dan hewan,fungsi paru-paru dalam tubuh manusia,apa saja fungsi paru-paru dalam tubuh manusia?,fungsi paru-paru adalah menyerap oksigen dari udara dan membuang karbon dioksida sisa pernapasan.,kamu pasti pernah lihat: pernapasan memasukkan o2 dan mengeluarkan co2 di alveolus paru-paru.,penting: kapasitas paru-paru dapat dilatih dengan olahraga teratur.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/,46,97,67,7,13,apa,Sedang
2768,organ tubuh manusia dan hewan,fungsi paru-paru dalam tubuh manusia,jelaskan fungsi paru-paru dalam tubuh manusia!,paru-paru berfungsi sebagai tempat pertukaran oksigen dan karbon dioksida saat manusia bernapas.,"misalnya, pernapasan memasukkan o2 dan mengeluarkan co2 di alveolus paru-paru.","ingat ya, kapasitas paru-paru dapat dilatih dengan olahraga teratur.",https://www.omahbse.com/ktsp/file/sd-5_ipa_006/,46,96,68,6,12,jelaskan,Mudah
2769,organ tubuh manusia dan hewan,fungsi paru-paru dalam tubuh manusia,apa fungsi paru-paru dalam tubuh manusia?,paru-paru berfungsi untuk mengambil oksigen dari udara dan mengeluarkan karbon dioksida dari tubuh.,pernapasan memasukkan o2 dan mengeluarkan co2 di alveolus paru-paru.,kapasitas paru-paru dapat dilatih dengan olahraga teratur.,https://www.omahbse.com/ktsp/file/sd-5_ipa_007/view/,41,99,58,6,13,apa,Mudah
2770,bumi dan peristiwa alam,proses pembentukan tanah,apa nama proses batuan menjadi butiran lebih kecil?,proses batuan menjadi butiran lebih kecil disebut pelapukan.,batu retak karena cuaca,"pelapukan berlangsung lama karena air, panas, dan angin. contoh situasinya: batu retak karena cuaca.",https://www.omahbse.com/ktsp/file/sd-5_ipa_005/,51,60,100,8,8,apa,Sedang
2771,bumi dan peristiwa alam,proses pembentukan tanah,apa itu proses batuan menjadi butiran lebih kecil?,proses batuan menjadi butiran lebih kecil adalah pelapukan yang terjadi karena cuaca air dan makhluk hidup.,pelapukan terlihat saat tebing berubah perlahan,"pelapukan berlangsung lama karena air, panas, dan angin. hal ini tampak jelas pada kegiatan tebing berubah perlahan.",https://www.omahbse.com/ktsp/file/sd-5_ipa_005/,50,107,116,8,16,apa,Sedang
2772,bumi dan peristiwa alam,proses pembentukan tanah,istilah apa yang tepat untuk proses batuan menjadi butiran lebih kecil?,istilah yang tepat adalah pelapukan.,"contohnya ketika batu terkena hujan dan panas, pelapukan dibutuhkan","pelapukan berlangsung lama karena air, panas, dan angin. dengan begitu, pelapukan dapat bekerja secara tepat.",https://www.omahbse.com/ktsp/file/sd-5_ipa_005/,71,36,109,11,5,lainnya,Kompleks
2773,peredaran darah,proses pembekuan darah terjadi,bagaimana proses pembekuan darah terjadi?,pembekuan darah terjadi saat trombosit berkumpul di luka dan membentuk jaring fibrin untuk menutup luka.,proses pembekuan memerlukan 12 faktor koagulasi dan terjadi dalam beberapa menit.,gangguan pembekuan dapat menyebabkan perdarahan berlebihan atau trombosis.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/,41,104,74,5,15,bagaimana,Mudah
2774,peredaran darah,proses pembekuan darah terjadi,apa itu pembekuan darah terjadi?,pembekuan darah adalah proses trombosit membentuk gumpalan untuk menutup luka agar darah berhenti mengalir.,kamu pasti pernah lihat: proses pembekuan memerlukan 12 faktor koagulasi dan terjadi dalam beberapa menit.,penting: gangguan pembekuan dapat menyebabkan perdarahan berlebihan atau trombosis.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/,32,107,83,5,14,apa,Mudah
2775,peredaran darah,proses pembekuan darah terjadi,bisa jelaskan tentang pembekuan darah terjadi?,pembekuan darah terjadi ketika trombosit dan protein darah bekerja bersama membentuk lapisan penutup luka.,proses pembekuan memerlukan 12 faktor koagulasi dan terjadi dalam beberapa menit.,gangguan pembekuan dapat menyebabkan perdarahan berlebihan atau trombosis.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/,46,106,74,6,14,lainnya,Mudah
2776,peredaran darah,proses pembekuan darah terjadi,jelaskan pembekuan darah terjadi!,pembekuan darah berlangsung saat trombosit berkumpul di luka lalu membentuk bekuan untuk menghentikan pendarahan.,"misalnya, proses pembekuan memerlukan 12 faktor koagulasi dan terjadi dalam beberapa menit.","ingat ya, gangguan pembekuan dapat menyebabkan perdarahan berlebihan atau trombosis.",https://www.omahbse.com/ktsp/file/sd-5_ipa_001/,33,113,84,4,14,jelaskan,Mudah
2777,cahaya dan sifat-sifatnya,pembiasan cahaya,apa pengertian pembiasan cahaya.,pembiasan cahaya adalah peristiwa berbeloknya arah cahaya saat melewati dua medium yang berbeda.,sedotan di gelas tampak bengkok karena pembiasan.,"pembiasan terjadi pada air, kaca, dan udara.",https://www.omahbse.com/ktsp/file/sd-5_ipa_001/,32,96,44,4,13,apa,Mudah
2778,cahaya dan sifat-sifatnya,pembiasan cahaya,bagaimana definisi pembiasan cahaya.,pembiasan cahaya adalah perubahan arah rambat cahaya ketika berpindah dari satu medium ke medium lain.,sedotan di gelas tampak bengkok karena pembiasan.,"pembiasan terjadi pada air, kaca, dan udara.",https://www.omahbse.com/ktsp/file/sd-5_ipa_001/,36,102,44,4,15,bagaimana,Mudah
2779,cahaya dan sifat-sifatnya,pembiasan cahaya,jelaskan apa itu pembiasan cahaya.,pembiasan cahaya terjadi saat cahaya melewati dua zat yang berbeda sehingga arahnya berbelok.,sedotan di gelas tampak bengkok karena pembiasan.,"pembiasan terjadi pada air, kaca, dan udara.",https://www.omahbse.com/ktsp/file/sd-5_ipa_001/,34,93,44,5,13,jelaskan,Mudah
2780,cahaya dan sifat-sifatnya,pembiasan cahaya,apa itu memasuki medium berbeda?,ketika cahaya memasuki medium yang berbeda kecepatannya berubah sehingga cahaya dibiaskan atau berbelok.,pena di gelas air terlihat bengkok karena pembiasan cahaya.,pembiasan adalah dasar lensa dan berbagai instrumen optik.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/,32,104,58,5,13,apa,Mudah
2781,cahaya dan sifat-sifatnya,pembiasan cahaya,kenapa memasuki medium berbeda?,cahaya berbelok saat memasuki medium berbeda karena kecepatan rambat cahaya berbeda di setiap medium.,kamu pasti pernah lihat: pena di gelas air terlihat bengkok karena pembiasan cahaya.,penting: pembiasan adalah dasar lensa dan berbagai instrumen optik.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/,31,101,67,4,14,lainnya,Mudah
2782,cahaya dan sifat-sifatnya,pembiasan cahaya,jelaskan fenomena pembiasan cahaya saat cahaya memasuki medium berbeda!,saat cahaya memasuki medium berbeda seperti dari udara ke air cahaya berbelok karena kecepatannya berubah.,pena di gelas air terlihat bengkok karena pembiasan cahaya.,pembiasan adalah dasar lensa dan berbagai instrumen optik.,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/,71,106,58,9,15,jelaskan,Sedang
2783,cahaya dan sifat-sifatnya,pembiasan cahaya,jelaskan memasuki medium berbeda!,saat cahaya pindah dari satu medium ke medium lain arah cahaya akan berbelok karena perbedaan kerapatan medium.,"misalnya, pena di gelas air terlihat bengkok karena pembiasan cahaya.","ingat ya, pembiasan adalah dasar lensa dan berbagai instrumen optik.",https://www.omahbse.com/ktsp/file/sd-5_ipa_005/,33,111,68,4,17,jelaskan,Mudah
2784,sumber daya alam dan kegunaannya,kegiatan manusia yang mengubah permukaan bumi,"jika dijelaskan sebagai kegiatan mengambil bahan tambang dari bumi, jawabannya adalah .",jawabannya adalah pertambangan.,penambangan membantu pada saat mengambil batu bara,penambangan menghasilkan bahan yang dimanfaatkan untuk kebutuhan manusia. penjelasan ini cocok untuk memahami mengambil batu bara.,https://www.omahbse.com/ktsp/file/sd-5_ipa_005/,87,31,130,12,3,lainnya,Kompleks
2785,alat pencernaan dan makanan,proses pencernaan,apa itu mekanis dan kimiawi?,pencernaan mekanis adalah pemecahan makanan secara fisik sedangkan pencernaan kimiawi menggunakan enzim untuk mengubah zat makanan.,pencernaan mekanis mempersiapkan makanan untuk pencernaan kimiawi.,kedua jenis pencernaan harus berjalan bersamaan untuk hasil optimal.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/,28,131,68,5,16,apa,Mudah
2786,alat pencernaan dan makanan,proses pencernaan,bisa jelaskan tentang mekanis dan kimiawi?,pencernaan mekanis terjadi di mulut saat mengunyah sedangkan pencernaan kimiawi terjadi dengan bantuan enzim di lambung dan usus.,kamu pasti pernah lihat: pencernaan mekanis mempersiapkan makanan untuk pencernaan kimiawi.,penting: kedua jenis pencernaan harus berjalan bersamaan untuk hasil optimal.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/,42,129,77,6,18,lainnya,Mudah
2787,alat pencernaan dan makanan,proses pencernaan,jelaskan proses pencernaan mekanis dan kimiawi!,pencernaan mekanis memecah makanan secara fisik sedangkan pencernaan kimiawi menguraikan zat makanan dengan bantuan enzim.,pencernaan mekanis mempersiapkan makanan untuk pencernaan kimiawi.,kedua jenis pencernaan harus berjalan bersamaan untuk hasil optimal.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/,47,122,68,6,15,jelaskan,Mudah
2788,alat pencernaan dan makanan,proses pencernaan,jelaskan mekanis dan kimiawi!,pencernaan mekanis adalah proses mengunyah makanan sedangkan kimiawi adalah proses penguraian oleh enzim.,"misalnya, pencernaan mekanis mempersiapkan makanan untuk pencernaan kimiawi.","ingat ya, kedua jenis pencernaan harus berjalan bersamaan untuk hasil optimal.",https://www.omahbse.com/ktsp/file/sd-5_ipa_005/,29,105,78,4,13,jelaskan,Mudah
2789,sumber daya alam dan kegunaannya,kegiatan manusia yang mengubah permukaan bumi,apa bahayanya jika manusia menggunduli hutan untuk membuka lahan baru?,menggunduli hutan menyebabkan erosi tanah banjir hilangnya habitat hewan dan pemanasan global.,"untuk mencegah tanah longsor di lereng gunung, petani membuat sengkedan terasering atau sawah berundak agar tanah lebih kuat",pembangunan yang dilakukan manusia pasti akan mengubah bentuk bumi dan harus diawasi agar tidak merusak alam,https://www.omahbse.com/ktsp/file/sd-5_ipa_012/,70,94,108,10,12,apa,Sedang
2790,sumber daya alam dan kegunaannya,kegiatan manusia yang mengubah permukaan bumi,bagaimana bahayanya jika manusia menggunduli hutan untuk membuka lahan baru?,bahayanya antara lain banjir tanah longsor dan berkurangnya keanekaragaman hayati.,"contoh lainnya, untuk mencegah tanah longsor di lereng gunung, petani membuat sengkedan terasering atau sawah berundak agar tanah lebih kuat","dalam kehidupan sehari-hari, pembangunan yang dilakukan manusia pasti akan mengubah bentuk bumi dan harus diawasi agar tidak merusak alam",https://www.omahbse.com/ktsp/file/sd-5_ipa_012/,76,82,137,10,10,bagaimana,Sedang
2791,sumber daya alam dan kegunaannya,kegiatan manusia yang mengubah permukaan bumi,apa itu apa bahayanya jika manusia menggunduli hutan untuk membuka lahan baru?,bahaya menggunduli hutan adalah menyebabkan kerusakan lingkungan seperti banjir erosi dan perubahan iklim.,"dalam situasi berbeda, untuk mencegah tanah longsor di lereng gunung, petani membuat sengkedan terasering atau sawah berundak agar tanah lebih kuat","untuk lebih memahami, pembangunan yang dilakukan manusia pasti akan mengubah bentuk bumi dan harus diawasi agar tidak merusak alam",https://www.omahbse.com/ktsp/file/sd-5_ipa_012/,78,106,130,12,13,apa,Kompleks
2792,sumber daya alam dan kegunaannya,kegiatan manusia yang mengubah permukaan bumi,"dalam pelajaran sumber daya alam dan kegiatan manusia, kegiatan mengambil kayu secara besar-besaran disebut ?",kegiatan mengambil kayu secara besar-besaran disebut penebangan liar atau pembalakan liar.,pohon ditebang terlalu banyak menunjukkan peran penebangan hutan,penebangan hutan yang berlebihan dapat merusak keseimbangan alam. situasi pohon ditebang terlalu banyak membantu memperjelas perannya.,https://www.omahbse.com/ktsp/file/sd-5_ipa_005/,109,90,134,15,11,lainnya,Kompleks
2793,"gaya, gerak, dan energi",katrol majemuk,apa pengertian katrol majemuk.,katrol majemuk adalah gabungan beberapa katrol yang digunakan untuk memudahkan mengangkat beban berat.,alat derek dapat memakai katrol majemuk.,katrol majemuk memudahkan mengangkat beban berat.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/,30,102,49,4,13,apa,Mudah
2794,"gaya, gerak, dan energi",katrol majemuk,bagaimana definisi katrol majemuk.,katrol majemuk adalah sistem katrol yang terdiri dari lebih dari satu katrol untuk memperkecil gaya yang dibutuhkan.,alat derek dapat memakai katrol majemuk.,katrol majemuk memudahkan mengangkat beban berat.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/,34,116,49,4,17,bagaimana,Mudah
2795,"gaya, gerak, dan energi",katrol majemuk,jelaskan apa itu katrol majemuk.,katrol majemuk adalah katrol yang terdiri dari beberapa katrol yang dirangkai untuk meringankan beban angkatan.,alat derek dapat memakai katrol majemuk.,katrol majemuk memudahkan mengangkat beban berat.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/,32,111,49,5,15,jelaskan,Mudah
2796,air,penghematan air,kenapa penghematan air itu penting?,penghematan air penting karena air bersih terbatas dan semua makhluk hidup membutuhkan air untuk bertahan hidup.,memakai ember saat mencuci motor membantu hemat air.,penghematan air perlu dibiasakan sejak kecil.,https://www.omahbse.com/ktsp/file/sd-5_ipa_007/,35,112,45,5,16,lainnya,Mudah
2797,air,penghematan air,apa nama kebiasaan menggunakan air secukupnya?,kebiasaan menggunakan air secukupnya disebut hemat air.,penghematan air terlihat saat menutup keran setelah dipakai,penghematan air penting agar kebutuhan sehari-hari tetap terpenuhi. hal ini tampak jelas pada kegiatan menutup keran setelah dipakai.,https://www.omahbse.com/ktsp/file/sd-5_ipa_005/,46,55,133,6,7,apa,Mudah
2798,air,penghematan air,apa itu kebiasaan menggunakan air secukupnya?,kebiasaan menggunakan air secukupnya adalah sikap menggunakan air sesuai kebutuhan tanpa memboroskannya.,"contohnya ketika mandi secukupnya, penghematan air dibutuhkan","penghematan air penting agar kebutuhan sehari-hari tetap terpenuhi. dengan begitu, penghematan air dapat bekerja secara tepat.",https://www.omahbse.com/ktsp/file/sd-5_ipa_005/,45,104,126,6,12,apa,Mudah
2799,air,penghematan air,istilah apa yang tepat untuk kebiasaan menggunakan air secukupnya?,istilah yang tepat adalah hemat air.,tidak membiarkan air mengalir terus menunjukkan peran penghematan air,penghematan air penting agar kebutuhan sehari-hari tetap terpenuhi. situasi tidak membiarkan air mengalir terus membantu memperjelas perannya.,https://www.omahbse.com/ktsp/file/sd-5_ipa_005/,66,36,142,9,6,lainnya,Sedang
2800,air,penghematan air,"dalam pelajaran air, kebiasaan menggunakan air secukupnya disebut ?",kebiasaan menggunakan air secukupnya disebut hemat air.,penghematan air membantu pada saat menutup keran setelah dipakai,penghematan air penting agar kebutuhan sehari-hari tetap terpenuhi. penjelasan ini cocok untuk memahami menutup keran setelah dipakai.,https://www.omahbse.com/ktsp/file/sd-5_ipa_005/,67,55,134,9,7,lainnya,Sedang
2801,air,pengertian daur air,"jika dijelaskan sebagai perubahan uap air menjadi titik-titik air, jawabannya adalah .",jawabannya adalah pengembunan atau kondensasi.,pengembunan membantu pada saat gelas dingin basah di luar,pengembunan tampak saat uap menyentuh udara atau benda yang lebih dingin. penjelasan ini cocok untuk memahami gelas dingin basah di luar.,https://www.omahbse.com/ktsp/file/sd-5_ipa_005/,86,46,137,12,5,lainnya,Kompleks
2802,air,pengertian daur air,apa sebutan untuk perubahan uap air menjadi titik-titik air?,perubahan uap air menjadi titik-titik air disebut pengembunan atau kondensasi.,embun pagi di dedaunan,pengembunan tampak saat uap menyentuh udara atau benda yang lebih dingin. contoh situasinya: embun pagi di dedaunan.,https://www.omahbse.com/ktsp/file/sd-5_ipa_005/,60,78,116,9,10,apa,Sedang
2803,air,pengertian daur air,bagian manakah yang dimaksud dengan perubahan uap air menjadi titik-titik air?,yang dimaksud adalah pengembunan yaitu saat uap air berubah menjadi titik-titik air cair.,pengembunan terlihat saat kaca berkabut di kamar mandi,pengembunan tampak saat uap menyentuh udara atau benda yang lebih dingin. hal ini tampak jelas pada kegiatan kaca berkabut di kamar mandi.,https://www.omahbse.com/ktsp/file/sd-5_ipa_005/,78,89,138,11,13,lainnya,Kompleks
2804,air,pengertian daur air,sebutkan bagian yang sesuai dengan uraian perubahan uap air menjadi titik-titik air.,bagian yang sesuai adalah pengembunan atau kondensasi.,"contohnya ketika uap berubah menjadi air, pengembunan dibutuhkan","pengembunan tampak saat uap menyentuh udara atau benda yang lebih dingin. dengan begitu, pengembunan dapat bekerja secara tepat.",https://www.omahbse.com/ktsp/file/sd-5_ipa_005/,84,54,128,12,7,sebutkan,Kompleks
