no,topik,subtopik,soal,jawaban,contoh,konteks,link_sumber
2638,benda dan sifatnya,perubahan fisika,bisa jelaskan tentang perubahan fisika terjadi?,"perubahan fisika adalah perubahan bentuk, ukuran, atau wujud benda tanpa mengubah komposisi kimianya, zat masih tetap sama hanya bentuknya yang berubah.",pemanasan es menyebabkan es berubah menjadi air karena energi panas memecah ikatan kristal es.,energi yang ditambahkan pada proses perubahan fisika tidak menciptakan ikatan kimia baru.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
2639,benda dan sifatnya,perubahan fisika,bagaimana proses perubahan fisika terjadi?,"perubahan fisika adalah perubahan bentuk, ukuran, atau wujud benda tanpa mengubah komposisi kimianya, zat masih tetap sama hanya bentuknya yang berubah.",pemanasan es menyebabkan es berubah menjadi air karena energi panas memecah ikatan kristal es.,energi yang ditambahkan pada proses perubahan fisika tidak menciptakan ikatan kimia baru.,https://www.omahbse.com/ktsp/file/sd-5_ipa_012/
2640,benda dan sifatnya,perubahan benda,apa perbedaan perubahan fisika dan perubahan kimia?,"besi bisa berkarat karena bereaksi dengan udara atau uap air, terutama di tempat yang lembap. karat membuat besi berubah warna menjadi hitam kecokelatan, menjadi rapuh, dan mudah patah.","es yang mencair adalah perubahan fisika, sedangkan kayu yang dibakar menjadi arang adalah perubahan kimia.",kedua perubahan itu sering terjadi dalam kehidupan sehari-hari tetapi hasilnya berbeda.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
2641,benda dan sifatnya,perubahan benda,kenapa apa perbedaan perubahan fisika dan perubahan kimia?,"besi bisa berkarat karena bereaksi dengan udara atau uap air, terutama di tempat yang lembap. karat membuat besi berubah warna menjadi hitam kecokelatan, menjadi rapuh, dan mudah patah.","es yang mencair adalah perubahan fisika, sedangkan kayu yang dibakar menjadi arang adalah perubahan kimia.",kedua perubahan itu sering terjadi dalam kehidupan sehari-hari tetapi hasilnya berbeda.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
2642,benda dan sifatnya,perubahan benda,apa sebabnya apa perbedaan perubahan fisika dan perubahan kimia?,"besi bisa berkarat karena bereaksi dengan udara atau uap air, terutama di tempat yang lembap. karat membuat besi berubah warna menjadi hitam kecokelatan, menjadi rapuh, dan mudah patah.","es yang mencair adalah perubahan fisika, sedangkan kayu yang dibakar menjadi arang adalah perubahan kimia.",kedua perubahan itu sering terjadi dalam kehidupan sehari-hari tetapi hasilnya berbeda.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
2643,benda dan sifatnya,perubahan benda,apa yang membedakan perubahan fisika dan perubahan kimia.,"besi bisa berkarat karena bereaksi dengan udara atau uap air, terutama di tempat yang lembap. karat membuat besi berubah warna menjadi hitam kecokelatan, menjadi rapuh, dan mudah patah.","es yang mencair adalah perubahan fisika, sedangkan kayu yang dibakar menjadi arang adalah perubahan kimia.",kedua perubahan itu sering terjadi dalam kehidupan sehari-hari tetapi hasilnya berbeda.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
2644,benda dan sifatnya,perubahan benda,bagaimana perbedaan perubahan fisika dan perubahan kimia.,"besi bisa berkarat karena bereaksi dengan udara atau uap air, terutama di tempat yang lembap. karat membuat besi berubah warna menjadi hitam kecokelatan, menjadi rapuh, dan mudah patah.","es yang mencair adalah perubahan fisika, sedangkan kayu yang dibakar menjadi arang adalah perubahan kimia.",kedua perubahan itu sering terjadi dalam kehidupan sehari-hari tetapi hasilnya berbeda.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
2645,benda dan sifatnya,perubahan benda,jelaskan perbedaan perubahan fisika dan perubahan kimia.,"besi bisa berkarat karena bereaksi dengan udara atau uap air, terutama di tempat yang lembap. karat membuat besi berubah warna menjadi hitam kecokelatan, menjadi rapuh, dan mudah patah.","es yang mencair adalah perubahan fisika, sedangkan kayu yang dibakar menjadi arang adalah perubahan kimia.",kedua perubahan itu sering terjadi dalam kehidupan sehari-hari tetapi hasilnya berbeda.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
2646,benda dan sifatnya,perubahan benda,kenapa apa yang membedakan perubahan fisika dan perubahan kimia?,"besi bisa berkarat karena bereaksi dengan udara atau uap air, terutama di tempat yang lembap. karat membuat besi berubah warna menjadi hitam kecokelatan, menjadi rapuh, dan mudah patah.","es yang mencair adalah perubahan fisika, sedangkan kayu yang dibakar menjadi arang adalah perubahan kimia.",kedua perubahan itu sering terjadi dalam kehidupan sehari-hari tetapi hasilnya berbeda.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
2647,benda dan sifatnya,perubahan benda,kenapa perbedaan perubahan fisika dan perubahan kimia?,"besi bisa berkarat karena bereaksi dengan udara atau uap air, terutama di tempat yang lembap. karat membuat besi berubah warna menjadi hitam kecokelatan, menjadi rapuh, dan mudah patah.","es yang mencair adalah perubahan fisika, sedangkan kayu yang dibakar menjadi arang adalah perubahan kimia.",kedua perubahan itu sering terjadi dalam kehidupan sehari-hari tetapi hasilnya berbeda.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
2648,benda dan sifatnya,perubahan benda,apa alasan perbedaan perubahan fisika dan perubahan kimia?,"besi bisa berkarat karena bereaksi dengan udara atau uap air, terutama di tempat yang lembap. karat membuat besi berubah warna menjadi hitam kecokelatan, menjadi rapuh, dan mudah patah.","es yang mencair adalah perubahan fisika, sedangkan kayu yang dibakar menjadi arang adalah perubahan kimia.",kedua perubahan itu sering terjadi dalam kehidupan sehari-hari tetapi hasilnya berbeda.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
2649,benda dan sifatnya,perubahan benda,apa sebabnya apa yang membedakan perubahan fisika dan perubahan kimia?,"besi bisa berkarat karena bereaksi dengan udara atau uap air, terutama di tempat yang lembap. karat membuat besi berubah warna menjadi hitam kecokelatan, menjadi rapuh, dan mudah patah.","es yang mencair adalah perubahan fisika, sedangkan kayu yang dibakar menjadi arang adalah perubahan kimia.",kedua perubahan itu sering terjadi dalam kehidupan sehari-hari tetapi hasilnya berbeda.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
2650,benda dan sifatnya,perubahan benda,apa sebabnya perbedaan perubahan fisika dan perubahan kimia?,"besi bisa berkarat karena bereaksi dengan udara atau uap air, terutama di tempat yang lembap. karat membuat besi berubah warna menjadi hitam kecokelatan, menjadi rapuh, dan mudah patah.","es yang mencair adalah perubahan fisika, sedangkan kayu yang dibakar menjadi arang adalah perubahan kimia.",kedua perubahan itu sering terjadi dalam kehidupan sehari-hari tetapi hasilnya berbeda.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
2651,benda dan sifatnya,perubahan benda,mengapa hal itu bisa terjadi pada perbedaan perubahan fisika dan perubahan kimia?,"besi bisa berkarat karena bereaksi dengan udara atau uap air, terutama di tempat yang lembap. karat membuat besi berubah warna menjadi hitam kecokelatan, menjadi rapuh, dan mudah patah.","es yang mencair adalah perubahan fisika, sedangkan kayu yang dibakar menjadi arang adalah perubahan kimia.",kedua perubahan itu sering terjadi dalam kehidupan sehari-hari tetapi hasilnya berbeda.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
2652,benda dan sifatnya,reaksi kimia,apa itu reaksi kimia?,"perubahan fisika: tidak ada zat baru, reversibel, contoh: es mencair. perubahan kimia: ada zat baru, irreversibel, contoh: kertas terbakar.",pembakaran menghasilkan abu yang komposisinya berbeda dengan kertas asli.,mampu membedakan keduanya sangat penting dalam sains.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
2653,benda dan sifatnya,reaksi kimia,apa saja reaksi kimia?,"perubahan fisika: tidak ada zat baru, reversibel, contoh: es mencair. perubahan kimia: ada zat baru, irreversibel, contoh: kertas terbakar.",kamu pasti pernah lihat: pembakaran menghasilkan abu yang komposisinya berbeda dengan kertas asli.,penting: mampu membedakan keduanya sangat penting dalam sains.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
2654,benda dan sifatnya,reaksi kimia,jelaskan reaksi kimia!,"perubahan fisika: tidak ada zat baru, reversibel, contoh: es mencair. perubahan kimia: ada zat baru, irreversibel, contoh: kertas terbakar.","misalnya, pembakaran menghasilkan abu yang komposisinya berbeda dengan kertas asli.","ingat ya, mampu membedakan keduanya sangat penting dalam sains.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
2655,benda dan sifatnya,reaksi kimia,bagaimana cara membedakan perubahan fisika dan perubahan kimia?,"perubahan fisika: tidak ada zat baru, reversibel, contoh: es mencair. perubahan kimia: ada zat baru, irreversibel, contoh: kertas terbakar.",pembakaran menghasilkan abu yang komposisinya berbeda dengan kertas asli.,mampu membedakan keduanya sangat penting dalam sains.,https://www.omahbse.com/ktsp/file/sd-5_ipa_007/view/
2656,peristiwa alam,dampak perubahan iklim terhadap peristiw,apa itu terhadap peristiwa alam?,"perubahan iklim meningkatkan: intensitas hujan ekstrem, suhu ekstrem, kekeringan berkepanjangan, yang memperberat bencana alam.","musim hujan semakin pendek tapi intensitasnya tinggi, musim kemarau semakin panjang dan kering.",adaptasi terhadap perubahan iklim menjadi prioritas dalam manajemen bencana modern.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
2657,peristiwa alam,dampak perubahan iklim terhadap peristiw,bagaimana dampak perubahan iklim terhadap peristiwa alam?,"perubahan iklim meningkatkan: intensitas hujan ekstrem, suhu ekstrem, kekeringan berkepanjangan, yang memperberat bencana alam.","musim hujan semakin pendek tapi intensitasnya tinggi, musim kemarau semakin panjang dan kering.",adaptasi terhadap perubahan iklim menjadi prioritas dalam manajemen bencana modern.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
2658,peristiwa alam,dampak perubahan iklim terhadap peristiw,bisa jelaskan tentang terhadap peristiwa alam?,"perubahan iklim meningkatkan: intensitas hujan ekstrem, suhu ekstrem, kekeringan berkepanjangan, yang memperberat bencana alam.","kamu pasti pernah lihat: musim hujan semakin pendek tapi intensitasnya tinggi, musim kemarau semakin panjang dan kering.",penting: adaptasi terhadap perubahan iklim menjadi prioritas dalam manajemen bencana modern.,https://www.omahbse.com/ktsp/file/sd-5_ipa_012/
2659,peristiwa alam,dampak perubahan iklim terhadap peristiw,jelaskan terhadap peristiwa alam!,"perubahan iklim meningkatkan: intensitas hujan ekstrem, suhu ekstrem, kekeringan berkepanjangan, yang memperberat bencana alam.","misalnya, musim hujan semakin pendek tapi intensitasnya tinggi, musim kemarau semakin panjang dan kering.","ingat ya, adaptasi terhadap perubahan iklim menjadi prioritas dalam manajemen bencana modern.",https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
2660,benda dan sifatnya,perubahan benda,apa yang dimaksud perubahan sifat benda?,"air yang dipanaskan terus-menerus akan berubah menjadi uap air melalui proses penguapan. karena uap air lepas ke udara, lama-kelamaan air di dalam panci akan berkurang bahkan habis.",kertas yang dilipat berubah bentuk tetapi tetap kertas.,benda dapat mengalami perubahan karena perlakuan tertentu.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
2661,benda dan sifatnya,perubahan benda,apa pengertian perubahan sifat benda?,air tersebut akan berubah menjadi uap air; peristiwa ini disebut menguap.,kertas yang dilipat berubah bentuk tetapi tetap kertas.,benda dapat mengalami perubahan karena perlakuan tertentu.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
2662,benda dan sifatnya,perubahan benda,jelaskan perubahan sifat benda.,air tersebut akan berubah menjadi uap air; peristiwa ini disebut menguap.,kertas yang dilipat berubah bentuk tetapi tetap kertas.,benda dapat mengalami perubahan karena perlakuan tertentu.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
2663,benda dan sifatnya,perubahan fisika,apa pengertian perubahan sifat benda.,"perubahan bentuk, ukuran, atau wujud benda tanpa mengubah komposisi kimianya.",kertas yang dilipat berubah bentuk tetapi tetap kertas.,benda dapat mengalami perubahan karena perlakuan tertentu.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
2664,benda dan sifatnya,perubahan fisika,bagaimana definisi perubahan sifat benda.,"perubahan bentuk, ukuran, atau wujud benda tanpa mengubah komposisi kimianya.",kertas yang dilipat berubah bentuk tetapi tetap kertas.,benda dapat mengalami perubahan karena perlakuan tertentu.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
2665,benda dan sifatnya,perubahan fisika,jelaskan apa itu perubahan sifat benda.,"perubahan bentuk, ukuran, atau wujud benda tanpa mengubah komposisi kimianya.",kertas yang dilipat berubah bentuk tetapi tetap kertas.,benda dapat mengalami perubahan karena perlakuan tertentu.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
2666,benda dan sifatnya,perubahan benda,apa yang dimaksud perubahan kimia?,"air yang dipanaskan terus-menerus akan berubah menjadi uap air melalui proses penguapan. karena uap air lepas ke udara, lama-kelamaan air di dalam panci akan berkurang bahkan habis.","kayu yang dibakar menjadi arang tidak bisa diubah kembali menjadi kayu seperti semula. peristiwa ini menunjukkan bahwa benda dapat berubah wujud, bentuk, atau susunan sifatnya sesuai proses yang dialami.","benda dapat mengalami perubahan fisika atau perubahan kimia. ada perubahan yang hanya mengubah wujud atau bentuk, dan ada pula perubahan yang menghasilkan zat baru.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
2667,benda dan sifatnya,perubahan benda,apa itu perubahan kimia?,air tersebut akan berubah menjadi uap air; peristiwa ini disebut menguap.,"kayu yang dibakar menjadi arang tidak bisa diubah kembali menjadi kayu seperti semula. peristiwa ini menunjukkan bahwa benda dapat berubah wujud, bentuk, atau susunan sifatnya sesuai proses yang dialami.","benda dapat mengalami perubahan fisika atau perubahan kimia. ada perubahan yang hanya mengubah wujud atau bentuk, dan ada pula perubahan yang menghasilkan zat baru.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
2668,benda dan sifatnya,perubahan benda,bisakah kamu menjelaskan perubahan kimia?,air tersebut akan berubah menjadi uap air; peristiwa ini disebut menguap.,"kayu yang dibakar menjadi arang tidak bisa diubah kembali menjadi kayu seperti semula. peristiwa ini menunjukkan bahwa benda dapat berubah wujud, bentuk, atau susunan sifatnya sesuai proses yang dialami.","benda dapat mengalami perubahan fisika atau perubahan kimia. ada perubahan yang hanya mengubah wujud atau bentuk, dan ada pula perubahan yang menghasilkan zat baru.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
2669,benda dan sifatnya,perubahan benda,apa pengertian perubahan kimia.,air tersebut akan berubah menjadi uap air; peristiwa ini disebut menguap.,"kayu yang dibakar menjadi arang tidak bisa diubah kembali menjadi kayu seperti semula. peristiwa ini menunjukkan bahwa benda dapat berubah wujud, bentuk, atau susunan sifatnya sesuai proses yang dialami.","benda dapat mengalami perubahan fisika atau perubahan kimia. ada perubahan yang hanya mengubah wujud atau bentuk, dan ada pula perubahan yang menghasilkan zat baru.",https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
2670,benda dan sifatnya,perubahan benda,bagaimana definisi perubahan kimia.,air tersebut akan berubah menjadi uap air; peristiwa ini disebut menguap.,"kayu yang dibakar menjadi arang tidak bisa diubah kembali menjadi kayu seperti semula. peristiwa ini menunjukkan bahwa benda dapat berubah wujud, bentuk, atau susunan sifatnya sesuai proses yang dialami.","benda dapat mengalami perubahan fisika atau perubahan kimia. ada perubahan yang hanya mengubah wujud atau bentuk, dan ada pula perubahan yang menghasilkan zat baru.",https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
2671,benda dan sifatnya,perubahan benda,jelaskan apa itu perubahan kimia.,air tersebut akan berubah menjadi uap air; peristiwa ini disebut menguap.,"kayu yang dibakar menjadi arang tidak bisa diubah kembali menjadi kayu seperti semula. peristiwa ini menunjukkan bahwa benda dapat berubah wujud, bentuk, atau susunan sifatnya sesuai proses yang dialami.","benda dapat mengalami perubahan fisika atau perubahan kimia. ada perubahan yang hanya mengubah wujud atau bentuk, dan ada pula perubahan yang menghasilkan zat baru.",https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
2672,benda dan sifatnya,perubahan benda,apa sebenarnya perubahan kimia itu?,air tersebut akan berubah menjadi uap air; peristiwa ini disebut menguap.,"kayu yang dibakar menjadi arang tidak bisa diubah kembali menjadi kayu seperti semula. peristiwa ini menunjukkan bahwa benda dapat berubah wujud, bentuk, atau susunan sifatnya sesuai proses yang dialami.","benda dapat mengalami perubahan fisika atau perubahan kimia. ada perubahan yang hanya mengubah wujud atau bentuk, dan ada pula perubahan yang menghasilkan zat baru.",https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
